"Gene"	"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"	"State"	"MaxFC"	"InitialState"
"MREG"	"MREG"	0.182964887699634	0.70013607466918	0.458049232778055	-0.192343689605294	-0.133635725273171	-0.944007852207731	"S03"	0.70013607466918	"IS02"
"SQSTM1"	"SQSTM1"	0.252660469375669	0.67123483439638	-0.32164704375375	-0.73657682307926	-0.885165327028576	0.260466447346096	"S03"	0.67123483439638	"IS02"
"MRPL33"	"MRPL33"	0.438794189115545	0.65559919002477	-0.454398067842576	0.409452236606416	0.458283302550193	-1.44341117013735	"S03"	0.65559919002477	"IS02"
"FUCA1"	"FUCA1"	0.0326951062530246	0.639975179799592	0.167221189999115	-0.0282049598145216	0.219893211350798	-0.954789684183025	"S03"	0.639975179799592	"IS02"
"TNFAIP2"	"TNFAIP2"	0.0268248825102137	0.637423270822615	0.422511846639609	-1.03289555574886	0.158925605664741	-0.414149365639254	"S03"	0.637423270822615	"IS02"
"SLC15A3"	"SLC15A3"	-0.316316377854405	0.627014608036979	0.0833638738625586	0.071011697013842	-0.680073151070461	-0.0457930465121054	"S03"	0.627014608036979	"IS02"
"CXCR3"	"CXCR3"	0.328701549233926	0.619835440737871	0.404042742453211	-0.0154472305281955	-0.644635733256422	-0.705712851088942	"S03"	0.619835440737871	"IS02"
"LIPG"	"LIPG"	0.552538452097023	0.602552251893614	0.156768259255706	-0.339287669798312	-0.125750248144409	-0.914652438848953	"S03"	0.602552251893614	"IS02"
"TMEM109"	"TMEM109"	0.282200833681451	0.601828095967276	0.481904903255672	0.175367741886805	-0.0470627961859632	-1.21426264741407	"S03"	0.601828095967276	"IS02"
"ACAT2"	"ACAT2"	0.0149230153755782	0.584691782109078	-0.145918516889671	0.248080497558601	0.0634461431529491	-0.787354661369434	"S03"	0.584691782109078	"IS02"
"RRAGA"	"RRAGA"	0.10237048964887	0.561069419532222	0.291995586410719	0.53033736318964	-0.232613418785051	-1.01495623535245	"S03"	0.561069419532222	"IS02"
"SDHAF3"	"SDHAF3"	0.554133849170521	0.558505343756596	0.0484363471398335	-0.515752511310909	0.309568659842799	-1.00737434394721	"S03"	0.558505343756596	"IS02"
"CALU"	"CALU"	0.306626698722167	0.528024001173173	-0.400861174097807	0.517040961525645	0.328327258294794	-1.19276768691103	"S03"	0.528024001173173	"IS02"
