NAME	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells gamma delta	T cells regulatory (Tregs)	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	NlPHL
ANGPT4	23.2027673696212	21.3089128093586	234.415392400817	45.6261763954	22.6011956081142	45.2939792863694	101.090574488532	103.405002920982	29.3648265543784	29.761827215543	9.5611957117619	26.4169865955188	17.1197427940537	39.691092917283	21.4517365527268	11.9375225537665	17.9782756340623	12.0236609791582	33.8184987984894	31.713983368264	14.9324790039622	34.8171491994657	38.1350524757706
ANKRD55	287.205848432982	221.3956994005	118.715250735155	144.845853692391	1877.73141657472	442.106722454892	80.8750233833392	1089.47343443848	179.00571437074	125.394270238383	85.3276020238667	90.0467785891345	128.554865554172	124.757249107226	98.1250124380074	49.4094020389273	109.326476318673	135.781571143976	155.721933193012	105.545854428848	1076.448428857	414.07691447116	222.23170695311
APOBEC3A	103.794037698148	91.0761913407263	100.952335536688	65.895411018146	109.607034685858	53.6815602231691	58.4976349609084	73.3724205113817	730.864162833329	36.5542148264297	255.952864863781	134.000999346535	2425.0386670447	86.0469414897924	4418.04109338625	151.606000686519	109.463228115063	2640.3380246704	73.0025565033775	33.6736469339492	1144.11253966161	5567.09268618944	649.008515638732
APOBEC3F	8.42257563796262	8.38908601037587	45.6140265203748	7.21960743412519	37.8367096612199	10.4075002858933	11.6555196160413	51.0009533699954	22.7241622302233	43.2094111541744	16.6247378381687	63.9447868073811	17.4389508089908	19.1236027768638	134.449210415293	118.509825767572	12.8212921443589	67.7120270301888	72.2602615923544	54.4376896643615	28.7548383212645	8.91934077466961	566.074906810105
APOBEC3G	1305.79018783389	1145.19069688979	2074.56014977461	2114.70844202222	340.943087218733	2371.94386370017	1554.52190956519	389.386161824444	5507.03963296694	987.388458277723	6474.33328850189	8816.19746085651	870.313179727062	279.462953234175	1039.13808938729	260.059857124632	205.080752964236	1395.92473818099	632.764715786589	329.710693781971	307.862107659128	464.178782965548	3271.69303478019
APOL3	225.848121532375	534.389056839894	769.448178661136	1219.02255057772	966.379186143264	1618.73189709465	1130.43874460232	354.094538985234	1183.51085542447	1000.9898286576	1187.52306361017	1003.65680075826	1004.0348634183	239.468902261778	10982.9735693432	439.517918643963	221.197988400868	865.165061455095	268.428607185008	99.2871350777613	108.226946997055	107.126538333456	1428.52964234959
APOL6	17.4216818390744	11.6775147826766	7.9047961052396	8.52994232409084	12.2344599995577	8.52554593617337	58.1263923430371	7.2764042750667	9.84820906893895	13.3829283409367	13.0447380875921	374.985502039379	11.8841309611199	13.1885493986206	971.337734509469	7.9047961052396	9.22388570912625	161.86282899871	23.4211862655175	8.33683287881314	6.02403789873207	19.0412184757513	151.490281920399
AQP9	21.5504731638582	15.2088320310991	15.7590141983474	13.9107010295861	14.5127402116063	15.0920129521247	13.3747116310831	19.1373118320598	190.449166383033	64.8222137174182	95.5252028375911	12.7550383038068	2058.89973484044	4590.28714770764	4223.75813985406	399.768690693803	1138.52678794958	1460.02937202833	581.135210716956	1899.87348468882	128.97135828934	13644.4246666342	60.4742170313538
ARHGAP22	34.7083320511335	48.5667022512032	24.193438899868	46.0035230478573	73.9914908014555	22.9070815029773	15.7590141983474	26.0541760420586	12.5868080013667	32.8923887149994	84.4265379466397	27.9695211338682	56.0827657839637	176.441810044523	353.584952546683	274.750816394459	322.081803570709	3002.62477249635	47.4360517239313	53.0785133817312	82.2614268379233	20.3483113425065	29.6591584012457
ARRB1	16.136966399506	15.2847864617167	19.1518614555719	19.4246139046298	19.1831331231156	25.4629878577057	23.3704366343886	18.8848795360767	15.1906161596804	7.90451226250687	58.5235953347669	141.220636253906	442.450358139359	335.188647182074	950.052213802313	395.917978509582	43.6246920244696	33.1449898920901	45.029423416329	31.6198346844086	26.4442560202193	32.9899029679976	307.831758163594
ASCL2	0.562079079319528	0.562079079319528	1.4746764516419	2.58072499486348	1.39509144706166	1.62848473285373	2.56816623243122	9.43055749883717	7.0936239112989	2.21701922166813	4.97511391741323	1.62848473285373	2.13020923534942	2.18458254079077	4.14190292521168	2.71554601706679	2.13020923534942	1.8658133190502	1.82451181430131	2.52794904065438	3.5026795258922	1.29795576902038	126.027890168076
ASGR1	41.0346169854818	42.9843309075114	43.0209703938464	12.3801016280291	11.1264040895209	13.3056558939463	8.23038041504741	5.17365342560921	308.204956697225	19.6599192707205	11.011357372033	15.5389233525379	982.052802893264	109.515287155673	25.4827780077445	157.980736320917	77.3003716342306	34.2147613792028	55.875257137624	66.6200916896791	40.9914121042368	75.6709026215357	48.2426118203814
ASGR2	30.6071003620746	34.3075046407592	34.5511312645897	30.2385073775799	38.0739795226891	42.6458051245887	35.002593274416	31.8961203646512	169.618491600505	113.790140786618	30.1769981006023	30.3993236661827	1489.37257781779	36.3077177689974	26.6129149582641	761.896333590746	49.2150538536628	23.7143412297176	24.2743170190568	20.8002295618261	51.5877219389718	50.0532551518052	157.423539922688
ATP8B4	125.32139724689	88.2772109258876	84.8460720037234	71.5312783672552	61.779302208685	52.1304583416941	78.4872851723255	29.7716271863988	108.273051799488	59.2670306070845	614.795700342861	1036.73632075822	221.043297332674	106.821626757285	33.8194701111384	1160.89639774461	644.300564042965	111.506032888425	1810.17850909996	2128.54239131873	387.694690247233	95.929688653661	71.8256406767566
