"Gene"	"IS01"	"IS02"	"State"	"MaxFC"
"POLR2J"	"POLR2J"	-0.393962515900322	0.393962515900322	"IS02"	0.393962515900322
"SRSF3"	"SRSF3"	-0.392945409536545	0.392945409536545	"IS02"	0.392945409536545
"GTF3C6"	"GTF3C6"	-0.389223064726526	0.389223064726526	"IS02"	0.389223064726526
"GYPC"	"GYPC"	-0.386733087625011	0.386733087625011	"IS02"	0.386733087625011
"HMGB2"	"HMGB2"	-0.384187355505414	0.384187355505414	"IS02"	0.384187355505414
"HNRNPH3"	"HNRNPH3"	-0.382803788272121	0.382803788272121	"IS02"	0.382803788272121
"RPL36AL"	"RPL36AL"	-0.379503850844388	0.379503850844388	"IS02"	0.379503850844388
"APOBR"	"APOBR"	-0.3791173565194	0.3791173565194	"IS02"	0.3791173565194
"RPL28"	"RPL28"	-0.365083126155251	0.365083126155251	"IS02"	0.365083126155251
"CDC26"	"CDC26"	-0.361422912722185	0.361422912722185	"IS02"	0.361422912722185
"IRF2"	"IRF2"	-0.360864221391989	0.360864221391989	"IS02"	0.360864221391989
"DNAJC11"	"DNAJC11"	-0.357598816244405	0.357598816244405	"IS02"	0.357598816244405
"GNAI2"	"GNAI2"	-0.356532098988286	0.356532098988286	"IS02"	0.356532098988286
"RPL17"	"RPL17"	-0.355487579417121	0.355487579417121	"IS02"	0.355487579417121
"RBM5"	"RBM5"	-0.354604598651286	0.354604598651286	"IS02"	0.354604598651286
"FBL"	"FBL"	-0.349473280602829	0.349473280602829	"IS02"	0.349473280602829
"RASA2"	"RASA2"	-0.343409937124536	0.343409937124536	"IS02"	0.343409937124536
"SSRP1"	"SSRP1"	-0.319946608574559	0.319946608574559	"IS02"	0.319946608574559
"MAP1LC3B"	"MAP1LC3B"	-0.315698418826073	0.315698418826073	"IS02"	0.315698418826073
"BCLAF1"	"BCLAF1"	-0.308719888986595	0.308719888986595	"IS02"	0.308719888986595
"CDC37"	"CDC37"	-0.307017436142293	0.307017436142293	"IS02"	0.307017436142293
"SPAG7"	"SPAG7"	-0.303104886868601	0.303104886868601	"IS02"	0.303104886868601
"TMED9"	"TMED9"	-0.301617303768429	0.301617303768429	"IS02"	0.301617303768429
"RALBP1"	"RALBP1"	-0.300817196454151	0.300817196454151	"IS02"	0.300817196454151
"API5"	"API5"	-0.296865137046538	0.296865137046538	"IS02"	0.296865137046538
"MIB2"	"MIB2"	-0.277178086362652	0.277178086362652	"IS02"	0.277178086362652
"DDX19A"	"DDX19A"	-0.27516550376853	0.27516550376853	"IS02"	0.27516550376853
"SEC62"	"SEC62"	-0.271979034301013	0.271979034301013	"IS02"	0.271979034301013
"HSPE1"	"HSPE1"	-0.269614425948903	0.269614425948903	"IS02"	0.269614425948903
"NDUFAF2"	"NDUFAF2"	-0.267038974826845	0.267038974826845	"IS02"	0.267038974826845
"NACA"	"NACA"	-0.266139728018985	0.266139728018985	"IS02"	0.266139728018985
"GOLGA8B"	"GOLGA8B"	-0.255863517346009	0.255863517346009	"IS02"	0.255863517346009
"COX5B"	"COX5B"	-0.255004404992728	0.255004404992728	"IS02"	0.255004404992728
"SF3A3"	"SF3A3"	-0.249724870218427	0.249724870218427	"IS02"	0.249724870218427
"TCF25"	"TCF25"	-0.247545066304343	0.247545066304343	"IS02"	0.247545066304343
"RPLP2"	"RPLP2"	-0.245444945439016	0.245444945439016	"IS02"	0.245444945439016
"DDX54"	"DDX54"	-0.234349920608338	0.234349920608338	"IS02"	0.234349920608338
"CLINT1"	"CLINT1"	-0.229725174795566	0.229725174795566	"IS02"	0.229725174795566
"TMSB10"	"TMSB10"	-0.229079575889641	0.229079575889641	"IS02"	0.229079575889641
"RPL22"	"RPL22"	-0.227630884865081	0.227630884865081	"IS02"	0.227630884865081
"CCDC134"	"CCDC134"	-0.226367263313111	0.226367263313111	"IS02"	0.226367263313111
"RBM17"	"RBM17"	-0.222686366590905	0.222686366590905	"IS02"	0.222686366590905
"ARHGAP11A"	"ARHGAP11A"	-0.220533022483835	0.220533022483835	"IS02"	0.220533022483835
"EEF1B2"	"EEF1B2"	-0.219279918529468	0.219279918529468	"IS02"	0.219279918529468
"TPT1"	"TPT1"	-0.21386601154366	0.21386601154366	"IS02"	0.21386601154366
"TNIK"	"TNIK"	-0.213396171880116	0.213396171880116	"IS02"	0.213396171880116
"NME2"	"NME2"	-0.201281969621681	0.201281969621681	"IS02"	0.201281969621681
"ILF2"	"ILF2"	-0.200672328004135	0.200672328004135	"IS02"	0.200672328004135
"MYB"	"MYB"	-0.197800219013167	0.197800219013167	"IS02"	0.197800219013167
"PES1"	"PES1"	-0.18707663438044	0.18707663438044	"IS02"	0.18707663438044
"CD4"	"CD4"	-0.180419496420682	0.180419496420682	"IS02"	0.180419496420682
"ZNF330"	"ZNF330"	-0.17943650449688	0.17943650449688	"IS02"	0.17943650449688
"TTC1"	"TTC1"	-0.172147405888601	0.172147405888601	"IS02"	0.172147405888601
"HSPA5"	"HSPA5"	-0.167605752239109	0.167605752239109	"IS02"	0.167605752239109
"IL23A"	"IL23A"	-0.164732803628829	0.164732803628829	"IS02"	0.164732803628829
"PUS3"	"PUS3"	-0.160716117494414	0.160716117494414	"IS02"	0.160716117494414
"COQ5"	"COQ5"	-0.160599112707921	0.160599112707921	"IS02"	0.160599112707921
"SMC1A"	"SMC1A"	-0.150098814684747	0.150098814684747	"IS02"	0.150098814684747
"COX17"	"COX17"	-0.135802587511412	0.135802587511412	"IS02"	0.135802587511412
"PRPF40A"	"PRPF40A"	-0.134882047611392	0.134882047611392	"IS02"	0.134882047611392
"NSRP1"	"NSRP1"	-0.130672328482025	0.130672328482025	"IS02"	0.130672328482025
"DDX27"	"DDX27"	-0.129596394571405	0.129596394571405	"IS02"	0.129596394571405
"AP3D1"	"AP3D1"	-0.128128172137312	0.128128172137312	"IS02"	0.128128172137312
"PBXIP1"	"PBXIP1"	-0.128033939005765	0.128033939005765	"IS02"	0.128033939005765
"RBM10"	"RBM10"	-0.124628030870418	0.124628030870418	"IS02"	0.124628030870418
"EEF1G"	"EEF1G"	-0.105974044300091	0.105974044300091	"IS02"	0.105974044300091
"ZNF830"	"ZNF830"	-0.10454364951973	0.10454364951973	"IS02"	0.10454364951973
"RPS14"	"RPS14"	-0.0958072328959625	0.0958072328959625	"IS02"	0.0958072328959625
"CBWD3"	"CBWD3"	-0.081828348389429	0.081828348389429	"IS02"	0.081828348389429
"PHB2"	"PHB2"	-0.0817302032327363	0.0817302032327363	"IS02"	0.0817302032327363
"PRPF31"	"PRPF31"	-0.0759885750167355	0.0759885750167355	"IS02"	0.0759885750167355
"RECQL"	"RECQL"	-0.0733363383146455	0.0733363383146455	"IS02"	0.0733363383146455
"RPS25"	"RPS25"	-0.0724549791414495	0.0724549791414495	"IS02"	0.0724549791414495
"EFHD2"	"EFHD2"	-0.0717317655204053	0.0717317655204053	"IS02"	0.0717317655204053
"ULK4"	"ULK4"	-0.0615537138944648	0.0615537138944648	"IS02"	0.0615537138944648
"RBM28"	"RBM28"	-0.0570623981988314	0.0570623981988314	"IS02"	0.0570623981988314
"GPI"	"GPI"	-0.0530314040128014	0.0530314040128014	"IS02"	0.0530314040128014
"AIFM1"	"AIFM1"	-0.0529134282552375	0.0529134282552375	"IS02"	0.0529134282552375
"RPL24"	"RPL24"	-0.0518055665539034	0.0518055665539034	"IS02"	0.0518055665539034
"SERBP1"	"SERBP1"	-0.0502081324548261	0.0502081324548261	"IS02"	0.0502081324548261
"NPM3"	"NPM3"	-0.0486913805482657	0.0486913805482657	"IS02"	0.0486913805482657
"GADD45GIP1"	"GADD45GIP1"	-0.0393847148700855	0.0393847148700855	"IS02"	0.0393847148700855
"NDUFS5"	"NDUFS5"	-0.0355165748073726	0.0355165748073726	"IS02"	0.0355165748073726
"WDR60"	"WDR60"	-0.0320891914158679	0.0320891914158679	"IS02"	0.0320891914158679
"GOLIM4"	"GOLIM4"	-0.0317007103413429	0.0317007103413429	"IS02"	0.0317007103413429
"TCEAL4"	"TCEAL4"	-0.026593606108135	0.026593606108135	"IS02"	0.026593606108135
"NDUFA12"	"NDUFA12"	-0.02494790997772	0.02494790997772	"IS02"	0.02494790997772
"PARP1"	"PARP1"	-0.0237268597063861	0.0237268597063861	"IS02"	0.0237268597063861
"RPS5"	"RPS5"	-0.0205323781474648	0.0205323781474648	"IS02"	0.0205323781474648
"CHST2"	"CHST2"	-0.0139331122149113	0.0139331122149113	"IS02"	0.0139331122149113
"GNL2"	"GNL2"	-0.00933527554512708	0.00933527554512708	"IS02"	0.00933527554512708
"GRPEL1"	"GRPEL1"	-0.00728458142465451	0.00728458142465451	"IS02"	0.00728458142465451
"MLKL"	"MLKL"	-0.00492422950718671	0.00492422950718671	"IS02"	0.00492422950718671
"MAP2K1"	"MAP2K1"	-0.00407998475049977	0.00407998475049977	"IS02"	0.00407998475049977
