"IS01"	"IS02"	"IS03"	"IS04"	"IS05"	"IS06"
"TXNDC5__pos"	3.52716582407971	8.31822455143387	0.420771085828179	1.53206361666578	2.22044604925031e-16	0.511802679826476
"BAZ2A__neg"	9.45857263982898e-13	2.75853824063869	2.22044604925031e-16	9.35078338939534	2.22044604925031e-16	2.572692192337
"CCNA2__neg"	5.30877096745003	2.22044604925031e-16	2.22044604925031e-16	4.47270908239747	2.22044604925031e-16	6.62867480754418
"CNOT3__neg"	5.21136838969958	2.22044604925031e-16	5.7726834185912	2.22044604925031e-16	4.68029752909536	1.85551489416716
"E2F8__neg"	3.59268475005387	2.22044604925031e-16	2.22044604925031e-16	1.57871799934836	1.71620830717681	9.16051106575446
"FANCA__neg"	6.39713147387253	2.22044604925031e-16	2.22044604925031e-16	2.62193221072886	7.61780634949866	0.000309190004840138
"FNDC3B__neg"	0.531156599246417	2.22044604925031e-16	1.3638382259524	7.79705464890461	6.36457911039813	2.23027851011599
"HIST1H2BM__neg"	3.21856809808991	2.22044604925031e-16	2.27100694527297	2.22044604925031e-16	2.22044604925031e-16	8.22020917337501
"HIST2H2BF__neg"	4.37920490383007	0.883073192555537	2.11045596887026	2.22044604925031e-16	3.58554123709906	3.35338683383312
"HMCES__neg"	3.05853488665274	0.567614319087944	0.289053364202353	0.296405289878439	3.70309903114317	6.50839908398958
"IGLL5__neg"	2.22044604925031e-16	2.22044604925031e-16	4.07356539873517	2.22044604925031e-16	0.559305660033685	8.1428428470063
"IRF5__neg"	5.86137103146026	2.22044604925031e-16	3.67643568772314	0.272247651544962	4.67580567214234	0.662332239388731
"LPP__neg"	1.18156983791489	2.22044604925031e-16	2.22044604925031e-16	5.51894326720138	6.382424205438	3.63839854946441
"MRPL9__neg"	5.29684855741637	2.54687341511579	3.04646372612635	0.400798711862307	2.86594627504181	0.776660175844378
"NUP155__neg"	3.93553107052218	2.22044604925031e-16	2.04290950839477e-10	7.94126887495178	3.95431261244457	1.53404724257737
"PELI1__neg"	2.33872140864006	0.0497774088579282	2.22044604925031e-16	1.37135246773024	6.5779621679555	4.4474344634909
"PKP4__neg"	2.22044604925031e-16	2.22044604925031e-16	3.32636412657662	3.94905046636026	9.15389836857572	1.79912101452615
"PRC1__neg"	2.65123055401448	2.50791313996098	0.275062248625058	0.254817018835658	3.4917770277445	5.17824761163387
"PRR27__neg"	8.67651937723601	2.22044604925031e-16	9.20866857551962	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16
"SNTA1__neg"	1.21873519652185	5.48113108674028	2.22044604925031e-16	2.22044604925031e-16	1.24836688219486	2.60751459071177
"STAM__neg"	0.887052641385807	2.22044604925031e-16	1.72710145233328e-07	3.02256453512713	6.77783983411773	5.94107942029107
"AMY1B__neg"	7.25426276705547	2.22044604925031e-16	6.02640119257947	5.71517177914227	2.22044604925031e-16	2.22044604925031e-16
"C19orf48__neg"	3.23691801903866	2.22044604925031e-16	4.67786809261476	2.22044604925031e-16	4.28399016359169	2.46027416677987
"COMMD9__neg"	0.421915614280459	0.324294387780373	1.09792068612673	3.48622874042465	1.57595341853317	7.92578011672569
"HACD2__neg"	2.45343163684691	5.11668147507331	5.27854585362059	1.76243689375314	2.22044604925031e-16	2.22044604925031e-16
"JCHAIN__neg"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.43915572219641	2.22044604925031e-16	8.3214999105707
"KIFC1__neg"	7.5373195982386	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	3.76490208393848	3.55807320278384
"MZB1__neg"	0.383393759230826	2.22044604925031e-16	4.05841320699603	0.992186333917064	6.44291557263155	5.0893530567359
"NDC80__neg"	4.15194134305504	2.22044604925031e-16	2.22044604925031e-16	0.814734068791735	1.12320181402958	8.90059778721114
"PMEPA1__neg"	0.0784837386579425	2.22044604925031e-16	3.88000490502281	1.27587054544172	8.50015081649523	3.65510162158442
"PRB1__neg"	7.46105492278957	2.22044604925031e-16	7.931850909653	2.22044604925031e-16	2.37184164225502	0.514687596920456
"RRM2__neg"	4.95876177913373	2.22044604925031e-16	1.95252542576164	3.70654139557127	2.22044604925031e-16	3.50557541923545
"S1PR2__neg"	2.56570175409178	2.44742201725227e-16	2.21836822899091	0.198106749780343	4.68024867614428	4.763356348635
"TMEM89__neg"	7.63979499969596	1.03932944323222	6.51759553227944	3.19626664736103	1.05096412441707e-07	2.22044604925031e-16
"TNFRSF17__neg"	2.22044604925031e-16	2.22044604925031e-16	3.00616822751326	0.880886783684213	1.22511002992706	9.33740108831578
"ZSCAN31__neg"	1.23789543900298	2.22044604925031e-16	4.74375870318583	2.22044604925031e-16	1.35126679784769	8.46082354319756
"AQP5__neg"	2.22044604925031e-16	2.22044604925031e-16	14.8960738141004	4.25201449386855	2.22044604925031e-16	7.51987948142609e-06
"CEP135__neg"	2.22044604925031e-16	0.128847473885235	2.22044604925031e-16	5.95836408978043	5.66706493170583	4.13771798276488
"DLC1__neg"	2.22044604925031e-16	2.22044604925031e-16	4.89013488905525	1.82256772378321e-09	12.9279297926538	2.22044604925031e-16
"ESPL1__neg"	5.56928225644413	0.55360504185564	1.94428825309629	2.22044604925031e-16	4.68333988379572	3.44546027681054
"GEN1__neg"	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	6.71808179138256	7.4588064538662	2.37575296666892
"MAST2__neg"	3.42050486438024	2.22044604925031e-16	2.41005946976237	2.22044604925031e-16	3.52964950008709	5.54888103751639
"MTERF3__neg"	3.33372086157264e-05	0.0465337429606517	3.63888024017149	2.22044604925031e-16	2.22044604925031e-16	10.9397333425955
"MYBL1__neg"	2.76878801496788	2.22044604925031e-16	2.78085777182177	4.00557833850076	7.81124617523731	2.22044604925031e-16
"PPP1R1B__neg"	1.43478109090505	0.480824963499759	11.5050260594224	2.22044604925031e-16	2.61543888865914	2.2015790564695
"PTTG1__neg"	2.39913313428866	2.22044604925031e-16	1.26621489101882	2.10061088472818	2.22044604925031e-16	9.04867654582182
"RFTN1__neg"	0.595848791843991	6.63240872271062	1.46834924021772	5.88745947363498	2.22044604925031e-16	2.22044604925031e-16
"RGS13__neg"	4.28480000662299	2.22044604925031e-16	2.22044604925031e-16	3.05653608179583	1.76820910230519	6.2956064761524
"SHCBP1__neg"	6.65196681522122	2.22044604925031e-16	6.6233458109785e-11	7.78649382446654	2.22044604925031e-16	2.23469016275577
"SPSB4__neg"	1.0504799257485	2.22044604925031e-16	9.50286303204317	1.19063085246198	2.22044604925031e-16	4.86176335396126
"BPIFB2__neg"	2.22044604925031e-16	2.22044604925031e-16	13.2915520889112	4.49247096888875	1.63482771459391	1.79942342852494e-14
"CCNB2__neg"	3.87351343942742	2.22044604925031e-16	2.35261269771363	1.17951319885968	2.22044604925031e-16	7.33002696672115
"HSP90B1__neg"	2.20336703074103	2.22044604925031e-16	4.40781620276045	1.26200221471561	0.606265113308185	6.43243925392497
"KIF2C__neg"	7.62435429553374	2.22044604925031e-16	2.06684691615694	2.22044604925031e-16	0.00942480078052442	6.45576659757725
"SYCP2__neg"	2.22044604925031e-16	0.707672844216551	2.22044604925031e-16	6.51173845526653	2.22044604925031e-16	8.17779421175647
"XBP1__neg"	3.91845110342566	2.22044604925031e-16	2.56936814863025	4.22216734472733	1.8631830453236	2.72646947727747
"ARHGAP42__neg"	2.22044604925031e-16	2.22044604925031e-16	0.770189683897046	6.16455919007275	6.37916367594463	4.26045397310524
"ATP10D__neg"	2.22044604925031e-16	2.22044604925031e-16	1.04657904990863	3.63570774121326	7.7774079298199	4.16371374647989
"CBX4__neg"	3.03961085611443	0.997935149544999	4.37370627452938	2.22044604925031e-16	0.835244314289634	6.42965774385726
"CCL23__neg"	2.22044604925031e-16	2.22044604925031e-16	14.4132343322303	2.26843170022106	2.12741505212277e-07	1.15130748112955
"DEPDC1B__neg"	3.1719013088895	2.22044604925031e-16	2.22044604925031e-16	1.47633668724564	2.250041544867	8.4485032838094
"E2F2__neg"	4.52717065158506	2.22044604925031e-16	2.22044604925031e-16	0.0564926641292156	2.47323812617528	7.92640651864494
"HDLBP__neg"	2.31121246307844	0.348434418782614	2.31784856676516e-05	2.22044604925031e-16	9.74512061524391	3.72141015260538
"ID4__neg"	2.22044604925031e-16	0.652218672511849	3.26825077316185	4.23364186807887	5.65933563908997	1.64022278109163
"KMO__neg"	2.22044604925031e-16	2.22044604925031e-16	0.813668640103078	9.86604774182518	5.24199657503407	0.701387167916025
"MND1__neg"	2.77617199779907	2.22044604925031e-16	5.22997852451689	0.218021848533852	2.22044604925031e-16	7.51588221268498
"MUC3A__neg"	1.10666739013965	2.22044604925031e-16	2.58071808428406	3.49440430761338	4.93189451159617	3.66975658997405
"NAGLU__neg"	1.35830289097337	0.597262919904374	1.61831386935936	3.52717357529141e-13	2.26706710917133	7.76968971885551
"PDIA4__neg"	4.24664760778728	2.22044604925031e-16	7.03673036271381	0.458765662195244	9.41360924540973e-08	3.04762390699645
"PRH1__neg"	2.52637390315058	2.64184415042913	2.22044604925031e-16	4.59841832127271	5.97287767373439	2.52469038630135
"RAD51__neg"	3.91427625489412	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	0.197197310480903	9.9907380685707
"SLC4A8__neg"	1.192686500288	2.22044604925031e-16	2.23628621727867	3.73972318889615e-11	4.53525379188912	5.23933854576272
"STAP1__neg"	1.42143292625572	4.76279821794401	3.05904789170401	2.64075444917783	2.49339574059735	2.22044604925031e-16
"TK1__neg"	2.80443784868587	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	2.22044604925031e-16	11.3763797177963
"TXNDC5__neg"	1.38741759561445	2.22044604925031e-16	1.67545697335451	2.10905147665618	9.33287547324881	1.89278106103972
